=== allPhonemes_Voiced: train (228, 22, 7500), test (152, 22, 7500)
  seed 0 epoch  10/500: train acc 0.057, test acc 0.039, train loss 0.1274, test loss 0.1190
  seed 0 epoch 230/500: train acc 0.978, test acc 0.605, train loss 0.0088, test loss 0.0425
  seed 0 epoch 240/500: train acc 0.912, test acc 0.566, train loss 0.0145, test loss 0.0416
  seed 0 epoch 250/500: train acc 0.978, test acc 0.572, train loss 0.0099, test loss 0.0432
  seed 0 epoch 260/500: train acc 0.947, test acc 0.533, train loss 0.0097, test loss 0.0431
  seed 0 epoch 270/500: train acc 0.991, test acc 0.546, train loss 0.0076, test loss 0.0429
  seed 0 epoch 280/500: train acc 0.996, test acc 0.533, train loss 0.0064, test loss 0.0439
  seed 0 epoch 290/500: train acc 0.996, test acc 0.533, train loss 0.0049, test loss 0.0464
  seed 0 epoch 300/500: train acc 0.991, test acc 0.546, train loss 0.0048, test loss 0.0465
  seed 0 epoch 310/500: train acc 0.991, test acc 0.553, train loss 0.0046, test loss 0.0472
  seed 0 epoch 320/500: train acc 0.974, test acc 0.566, train loss 0.0061, test loss 0.0453
  seed 0 epoch 330/500: train acc 0.996, test acc 0.559, train loss 0.0041, test loss 0.0460
  seed 0 epoch 340/500: train acc 1.000, test acc 0.553, train loss 0.0045, test loss 0.0475
  seed 0 epoch 350/500: train acc 0.873, test acc 0.480, train loss 0.0142, test loss 0.0570
  seed 0 epoch 360/500: train acc 0.996, test acc 0.599, train loss 0.0046, test loss 0.0422
  seed 0 epoch 370/500: train acc 0.991, test acc 0.539, train loss 0.0039, test loss 0.0462
  seed 0 epoch 380/500: train acc 1.000, test acc 0.553, train loss 0.0033, test loss 0.0463
  seed 0 epoch 390/500: train acc 0.996, test acc 0.559, train loss 0.0032, test loss 0.0484
  seed 0 epoch 400/500: train acc 1.000, test acc 0.559, train loss 0.0023, test loss 0.0518
  seed 0 epoch 410/500: train acc 0.987, test acc 0.513, train loss 0.0039, test loss 0.0538
  seed 0 epoch 420/500: train acc 0.706, test acc 0.461, train loss 0.0354, test loss 0.0640
  seed 0 epoch 430/500: train acc 0.982, test acc 0.625, train loss 0.0051, test loss 0.0412
  seed 0 epoch 440/500: train acc 1.000, test acc 0.579, train loss 0.0035, test loss 0.0439
  seed 0 epoch 450/500: train acc 1.000, test acc 0.572, train loss 0.0026, test loss 0.0437
  seed 0 epoch 460/500: train acc 1.000, test acc 0.579, train loss 0.0026, test loss 0.0456
  seed 0 epoch 470/500: train acc 0.996, test acc 0.599, train loss 0.0040, test loss 0.0439
  seed 0 epoch 480/500: train acc 0.991, test acc 0.592, train loss 0.0035, test loss 0.0475
  seed 0 epoch 490/500: train acc 1.000, test acc 0.599, train loss 0.0020, test loss 0.0455
  seed 0 epoch 500/500: train acc 0.996, test acc 0.566, train loss 0.0020, test loss 0.0481
seed 0: max-over-epochs test acc 0.638 at epoch 203, final-epoch test acc 0.566, final train acc 0.996, params 45054, 58s
  seed 1 epoch  10/500: train acc 0.009, test acc 0.046, train loss 0.1291, test loss 0.1185
  seed 1 epoch  20/500: train acc 0.075, test acc 0.072, train loss 0.1252, test loss 0.1159
  seed 1 epoch  30/500: train acc 0.070, test acc 0.092, train loss 0.1164, test loss 0.1055
  seed 1 epoch  40/500: train acc 0.118, test acc 0.151, train loss 0.1053, test loss 0.0978
  seed 1 epoch  50/500: train acc 0.162, test acc 0.204, train loss 0.0984, test loss 0.0898
  seed 1 epoch  60/500: train acc 0.237, test acc 0.243, train loss 0.0892, test loss 0.0814
  seed 1 epoch  70/500: train acc 0.289, test acc 0.329, train loss 0.0809, test loss 0.0760
  seed 1 epoch  80/500: train acc 0.395, test acc 0.382, train loss 0.0724, test loss 0.0701
  seed 1 epoch  90/500: train acc 0.465, test acc 0.395, train loss 0.0606, test loss 0.0647
  seed 1 epoch 100/500: train acc 0.544, test acc 0.428, train loss 0.0569, test loss 0.0619
  seed 1 epoch 110/500: train acc 0.575, test acc 0.428, train loss 0.0491, test loss 0.0592
  seed 1 epoch 120/500: train acc 0.579, test acc 0.447, train loss 0.0471, test loss 0.0584
  seed 1 epoch 130/500: train acc 0.636, test acc 0.467, train loss 0.0460, test loss 0.0566
  seed 1 epoch 140/500: train acc 0.675, test acc 0.487, train loss 0.0395, test loss 0.0559
  seed 1 epoch 150/500: train acc 0.697, test acc 0.454, train loss 0.0354, test loss 0.0538
  seed 1 epoch 160/500: train acc 0.741, test acc 0.487, train loss 0.0339, test loss 0.0534
  seed 1 epoch 170/500: train acc 0.768, test acc 0.474, train loss 0.0289, test loss 0.0547
  seed 1 epoch 180/500: train acc 0.803, test acc 0.480, train loss 0.0278, test loss 0.0547
  seed 1 epoch 190/500: train acc 0.807, test acc 0.461, train loss 0.0251, test loss 0.0562
  seed 1 epoch 200/500: train acc 0.842, test acc 0.480, train loss 0.0212, test loss 0.0537
  seed 1 epoch 210/500: train acc 0.846, test acc 0.467, train loss 0.0211, test loss 0.0543
  seed 1 epoch 220/500: train acc 0.917, test acc 0.480, train loss 0.0178, test loss 0.0552
  seed 1 epoch 230/500: train acc 0.930, test acc 0.480, train loss 0.0151, test loss 0.0542
  seed 1 epoch 240/500: train acc 0.864, test acc 0.428, train loss 0.0216, test loss 0.0580
  seed 1 epoch 250/500: train acc 0.956, test acc 0.467, train loss 0.0122, test loss 0.0568
  seed 1 epoch 260/500: train acc 0.982, test acc 0.467, train loss 0.0121, test loss 0.0597
  seed 1 epoch 270/500: train acc 0.925, test acc 0.454, train loss 0.0132, test loss 0.0627
  seed 1 epoch 280/500: train acc 0.925, test acc 0.474, train loss 0.0122, test loss 0.0592
  seed 1 epoch 290/500: train acc 0.925, test acc 0.447, train loss 0.0145, test loss 0.0617
  seed 1 epoch 300/500: train acc 0.982, test acc 0.441, train loss 0.0095, test loss 0.0602
  seed 1 epoch 310/500: train acc 0.961, test acc 0.461, train loss 0.0073, test loss 0.0629
  seed 1 epoch 320/500: train acc 0.982, test acc 0.480, train loss 0.0058, test loss 0.0620
  seed 1 epoch 330/500: train acc 0.978, test acc 0.467, train loss 0.0069, test loss 0.0659
  seed 1 epoch 340/500: train acc 0.842, test acc 0.441, train loss 0.0193, test loss 0.0660
  seed 1 epoch 350/500: train acc 0.982, test acc 0.467, train loss 0.0100, test loss 0.0626
  seed 1 epoch 360/500: train acc 0.996, test acc 0.467, train loss 0.0058, test loss 0.0634
  seed 1 epoch 370/500: train acc 0.982, test acc 0.454, train loss 0.0060, test loss 0.0645
  seed 1 epoch 380/500: train acc 0.996, test acc 0.454, train loss 0.0048, test loss 0.0653
  seed 1 epoch 390/500: train acc 1.000, test acc 0.454, train loss 0.0049, test loss 0.0656
  seed 1 epoch 400/500: train acc 0.982, test acc 0.454, train loss 0.0049, test loss 0.0660
  seed 1 epoch 410/500: train acc 0.982, test acc 0.428, train loss 0.0047, test loss 0.0701
  seed 1 epoch 420/500: train acc 0.974, test acc 0.434, train loss 0.0051, test loss 0.0705
  seed 1 epoch 430/500: train acc 0.825, test acc 0.441, train loss 0.0243, test loss 0.0697
  seed 1 epoch 440/500: train acc 0.974, test acc 0.441, train loss 0.0067, test loss 0.0705
  seed 1 epoch 450/500: train acc 0.987, test acc 0.428, train loss 0.0046, test loss 0.0679
  seed 1 epoch 460/500: train acc 0.996, test acc 0.467, train loss 0.0032, test loss 0.0660
  seed 1 epoch 470/500: train acc 1.000, test acc 0.467, train loss 0.0033, test loss 0.0650
  seed 1 epoch 480/500: train acc 0.987, test acc 0.447, train loss 0.0045, test loss 0.0803
  seed 1 epoch 490/500: train acc 0.991, test acc 0.461, train loss 0.0041, test loss 0.0638
  seed 1 epoch 500/500: train acc 1.000, test acc 0.447, train loss 0.0033, test loss 0.0684
seed 1: max-over-epochs test acc 0.520 at epoch 184, final-epoch test acc 0.447, final train acc 1.000, params 45054, 57s
  seed 2 epoch  10/500: train acc 0.031, test acc 0.026, train loss 0.1288, test loss 0.1190
  seed 2 epoch  20/500: train acc 0.044, test acc 0.026, train loss 0.1256, test loss 0.1172
  seed 2 epoch  30/500: train acc 0.092, test acc 0.112, train loss 0.1151, test loss 0.1086
  seed 2 epoch  40/500: train acc 0.123, test acc 0.158, train loss 0.1078, test loss 0.0988
  seed 2 epoch  50/500: train acc 0.215, test acc 0.250, train loss 0.0938, test loss 0.0871
  seed 2 epoch  60/500: train acc 0.281, test acc 0.309, train loss 0.0842, test loss 0.0781
  seed 2 epoch  70/500: train acc 0.368, test acc 0.342, train loss 0.0726, test loss 0.0710
  seed 2 epoch  80/500: train acc 0.412, test acc 0.421, train loss 0.0672, test loss 0.0658
  seed 2 epoch  90/500: train acc 0.421, test acc 0.336, train loss 0.0609, test loss 0.0642
  seed 2 epoch 100/500: train acc 0.526, test acc 0.408, train loss 0.0558, test loss 0.0582
  seed 2 epoch 110/500: train acc 0.592, test acc 0.461, train loss 0.0478, test loss 0.0529
  seed 2 epoch 120/500: train acc 0.667, test acc 0.441, train loss 0.0424, test loss 0.0523
  seed 2 epoch 130/500: train acc 0.711, test acc 0.493, train loss 0.0383, test loss 0.0503
  seed 2 epoch 140/500: train acc 0.561, test acc 0.428, train loss 0.0470, test loss 0.0524
  seed 2 epoch 150/500: train acc 0.667, test acc 0.461, train loss 0.0401, test loss 0.0529
  seed 2 epoch 160/500: train acc 0.702, test acc 0.487, train loss 0.0343, test loss 0.0494
  seed 2 epoch 170/500: train acc 0.820, test acc 0.467, train loss 0.0276, test loss 0.0498
  seed 2 epoch 180/500: train acc 0.776, test acc 0.507, train loss 0.0266, test loss 0.0472
  seed 2 epoch 190/500: train acc 0.855, test acc 0.493, train loss 0.0226, test loss 0.0478
  seed 2 epoch 200/500: train acc 0.838, test acc 0.513, train loss 0.0251, test loss 0.0470
  seed 2 epoch 210/500: train acc 0.868, test acc 0.533, train loss 0.0213, test loss 0.0474
  seed 2 epoch 220/500: train acc 0.877, test acc 0.520, train loss 0.0180, test loss 0.0465
  seed 2 epoch 230/500: train acc 0.921, test acc 0.526, train loss 0.0141, test loss 0.0489
  seed 2 epoch 240/500: train acc 0.939, test acc 0.487, train loss 0.0138, test loss 0.0539
  seed 2 epoch 250/500: train acc 0.965, test acc 0.546, train loss 0.0121, test loss 0.0508
  seed 2 epoch 260/500: train acc 0.934, test acc 0.526, train loss 0.0113, test loss 0.0475
  seed 2 epoch 270/500: train acc 0.895, test acc 0.513, train loss 0.0190, test loss 0.0469
  seed 2 epoch 280/500: train acc 0.947, test acc 0.539, train loss 0.0135, test loss 0.0485
  seed 2 epoch 290/500: train acc 0.947, test acc 0.507, train loss 0.0110, test loss 0.0480
  seed 2 epoch 300/500: train acc 0.965, test acc 0.553, train loss 0.0093, test loss 0.0494
  seed 2 epoch 310/500: train acc 0.969, test acc 0.559, train loss 0.0091, test loss 0.0512
  seed 2 epoch 320/500: train acc 0.982, test acc 0.520, train loss 0.0079, test loss 0.0510
  seed 2 epoch 330/500: train acc 0.965, test acc 0.546, train loss 0.0087, test loss 0.0552
  seed 2 epoch 340/500: train acc 0.961, test acc 0.566, train loss 0.0116, test loss 0.0507
  seed 2 epoch 350/500: train acc 0.987, test acc 0.533, train loss 0.0061, test loss 0.0527
  seed 2 epoch 360/500: train acc 0.991, test acc 0.533, train loss 0.0052, test loss 0.0550
  seed 2 epoch 370/500: train acc 0.978, test acc 0.566, train loss 0.0065, test loss 0.0524
  seed 2 epoch 380/500: train acc 0.996, test acc 0.546, train loss 0.0050, test loss 0.0543
  seed 2 epoch 390/500: train acc 0.978, test acc 0.533, train loss 0.0047, test loss 0.0568
  seed 2 epoch 400/500: train acc 0.991, test acc 0.507, train loss 0.0040, test loss 0.0591
  seed 2 epoch 410/500: train acc 0.996, test acc 0.513, train loss 0.0035, test loss 0.0590
  seed 2 epoch 420/500: train acc 0.974, test acc 0.526, train loss 0.0057, test loss 0.0624
  seed 2 epoch 430/500: train acc 0.855, test acc 0.533, train loss 0.0148, test loss 0.0547
  seed 2 epoch 440/500: train acc 0.978, test acc 0.507, train loss 0.0062, test loss 0.0554
  seed 2 epoch 450/500: train acc 0.996, test acc 0.493, train loss 0.0040, test loss 0.0583
  seed 2 epoch 460/500: train acc 1.000, test acc 0.513, train loss 0.0031, test loss 0.0580
  seed 2 epoch 470/500: train acc 0.996, test acc 0.513, train loss 0.0027, test loss 0.0602
  seed 2 epoch 480/500: train acc 0.996, test acc 0.513, train loss 0.0026, test loss 0.0613
  seed 2 epoch 490/500: train acc 0.956, test acc 0.526, train loss 0.0087, test loss 0.0554
  seed 2 epoch 500/500: train acc 1.000, test acc 0.566, train loss 0.0029, test loss 0.0552
seed 2: max-over-epochs test acc 0.586 at epoch 287, final-epoch test acc 0.566, final train acc 1.000, params 45054, 57s
  seed 3 epoch  10/500: train acc 0.031, test acc 0.026, train loss 0.1278, test loss 0.1194
  seed 3 epoch  20/500: train acc 0.044, test acc 0.020, train loss 0.1249, test loss 0.1175
  seed 3 epoch  30/500: train acc 0.101, test acc 0.125, train loss 0.1201, test loss 0.1110
  seed 3 epoch  40/500: train acc 0.118, test acc 0.158, train loss 0.1083, test loss 0.1006
  seed 3 epoch  50/500: train acc 0.193, test acc 0.211, train loss 0.0980, test loss 0.0907
  seed 3 epoch  60/500: train acc 0.263, test acc 0.276, train loss 0.0867, test loss 0.0806
  seed 3 epoch  70/500: train acc 0.377, test acc 0.375, train loss 0.0736, test loss 0.0715
  seed 3 epoch  80/500: train acc 0.364, test acc 0.401, train loss 0.0680, test loss 0.0633
  seed 3 epoch  90/500: train acc 0.548, test acc 0.428, train loss 0.0562, test loss 0.0607
  seed 3 epoch 100/500: train acc 0.557, test acc 0.487, train loss 0.0514, test loss 0.0538
  seed 3 epoch 110/500: train acc 0.566, test acc 0.493, train loss 0.0481, test loss 0.0516
  seed 3 epoch 120/500: train acc 0.662, test acc 0.507, train loss 0.0404, test loss 0.0484
  seed 3 epoch 130/500: train acc 0.711, test acc 0.539, train loss 0.0357, test loss 0.0475
  seed 3 epoch 140/500: train acc 0.763, test acc 0.520, train loss 0.0330, test loss 0.0443
  seed 3 epoch 150/500: train acc 0.768, test acc 0.559, train loss 0.0284, test loss 0.0442
  seed 3 epoch 160/500: train acc 0.768, test acc 0.546, train loss 0.0288, test loss 0.0431
  seed 3 epoch 170/500: train acc 0.864, test acc 0.566, train loss 0.0213, test loss 0.0438
  seed 3 epoch 180/500: train acc 0.860, test acc 0.553, train loss 0.0220, test loss 0.0430
  seed 3 epoch 190/500: train acc 0.816, test acc 0.533, train loss 0.0227, test loss 0.0425
  seed 3 epoch 200/500: train acc 0.934, test acc 0.586, train loss 0.0170, test loss 0.0445
  seed 3 epoch 210/500: train acc 0.934, test acc 0.546, train loss 0.0138, test loss 0.0428
  seed 3 epoch 220/500: train acc 0.969, test acc 0.586, train loss 0.0111, test loss 0.0407
  seed 3 epoch 230/500: train acc 0.943, test acc 0.592, train loss 0.0119, test loss 0.0397
  seed 3 epoch 240/500: train acc 0.969, test acc 0.566, train loss 0.0090, test loss 0.0431
  seed 3 epoch 250/500: train acc 0.961, test acc 0.579, train loss 0.0089, test loss 0.0431
  seed 3 epoch 260/500: train acc 0.939, test acc 0.539, train loss 0.0123, test loss 0.0497
  seed 3 epoch 270/500: train acc 0.987, test acc 0.612, train loss 0.0070, test loss 0.0425
  seed 3 epoch 280/500: train acc 0.991, test acc 0.605, train loss 0.0064, test loss 0.0420
  seed 3 epoch 290/500: train acc 0.982, test acc 0.612, train loss 0.0075, test loss 0.0403
  seed 3 epoch 300/500: train acc 0.996, test acc 0.618, train loss 0.0053, test loss 0.0452
  seed 3 epoch 310/500: train acc 0.991, test acc 0.605, train loss 0.0050, test loss 0.0441
  seed 3 epoch 320/500: train acc 0.996, test acc 0.605, train loss 0.0047, test loss 0.0449
  seed 3 epoch 330/500: train acc 1.000, test acc 0.579, train loss 0.0040, test loss 0.0486
  seed 3 epoch 340/500: train acc 0.996, test acc 0.618, train loss 0.0049, test loss 0.0459
  seed 3 epoch 350/500: train acc 0.982, test acc 0.638, train loss 0.0046, test loss 0.0480
  seed 3 epoch 360/500: train acc 0.991, test acc 0.632, train loss 0.0042, test loss 0.0463
  seed 3 epoch 370/500: train acc 0.917, test acc 0.487, train loss 0.0100, test loss 0.0601
  seed 3 epoch 380/500: train acc 0.996, test acc 0.586, train loss 0.0039, test loss 0.0474
  seed 3 epoch 390/500: train acc 1.000, test acc 0.618, train loss 0.0035, test loss 0.0472
  seed 3 epoch 400/500: train acc 0.991, test acc 0.638, train loss 0.0030, test loss 0.0474
  seed 3 epoch 410/500: train acc 0.996, test acc 0.612, train loss 0.0026, test loss 0.0476
  seed 3 epoch 420/500: train acc 0.996, test acc 0.592, train loss 0.0029, test loss 0.0506
  seed 3 epoch 430/500: train acc 0.996, test acc 0.599, train loss 0.0026, test loss 0.0510
  seed 3 epoch 440/500: train acc 1.000, test acc 0.592, train loss 0.0026, test loss 0.0526
  seed 3 epoch 450/500: train acc 0.807, test acc 0.572, train loss 0.0250, test loss 0.0454
  seed 3 epoch 460/500: train acc 0.974, test acc 0.586, train loss 0.0059, test loss 0.0416
  seed 3 epoch 470/500: train acc 0.991, test acc 0.625, train loss 0.0052, test loss 0.0451
  seed 3 epoch 480/500: train acc 1.000, test acc 0.599, train loss 0.0035, test loss 0.0454
  seed 3 epoch 490/500: train acc 0.996, test acc 0.612, train loss 0.0028, test loss 0.0472
  seed 3 epoch 500/500: train acc 1.000, test acc 0.645, train loss 0.0030, test loss 0.0455
seed 3: max-over-epochs test acc 0.651 at epoch 385, final-epoch test acc 0.645, final train acc 1.000, params 45054, 56s
  seed 4 epoch  10/500: train acc 0.031, test acc 0.046, train loss 0.1272, test loss 0.1193
  seed 4 epoch  20/500: train acc 0.035, test acc 0.039, train loss 0.1254, test loss 0.1172
  seed 4 epoch  30/500: train acc 0.092, test acc 0.079, train loss 0.1161, test loss 0.1072
  seed 4 epoch  40/500: train acc 0.105, test acc 0.164, train loss 0.1063, test loss 0.0973
  seed 4 epoch  50/500: train acc 0.184, test acc 0.184, train loss 0.0998, test loss 0.0916
  seed 4 epoch  60/500: train acc 0.232, test acc 0.230, train loss 0.0934, test loss 0.0847
  seed 4 epoch  70/500: train acc 0.281, test acc 0.243, train loss 0.0861, test loss 0.0797
  seed 4 epoch  80/500: train acc 0.386, test acc 0.382, train loss 0.0766, test loss 0.0724
  seed 4 epoch  90/500: train acc 0.456, test acc 0.362, train loss 0.0653, test loss 0.0669
  seed 4 epoch 100/500: train acc 0.513, test acc 0.408, train loss 0.0595, test loss 0.0619
  seed 4 epoch 110/500: train acc 0.588, test acc 0.428, train loss 0.0520, test loss 0.0569
  seed 4 epoch 120/500: train acc 0.658, test acc 0.454, train loss 0.0460, test loss 0.0554
  seed 4 epoch 130/500: train acc 0.658, test acc 0.454, train loss 0.0501, test loss 0.0543
  seed 4 epoch 140/500: train acc 0.759, test acc 0.520, train loss 0.0313, test loss 0.0483
  seed 4 epoch 150/500: train acc 0.829, test acc 0.526, train loss 0.0279, test loss 0.0492
  seed 4 epoch 160/500: train acc 0.851, test acc 0.533, train loss 0.0238, test loss 0.0452
  seed 4 epoch 170/500: train acc 0.842, test acc 0.526, train loss 0.0262, test loss 0.0458
  seed 4 epoch 180/500: train acc 0.864, test acc 0.520, train loss 0.0204, test loss 0.0471
  seed 4 epoch 190/500: train acc 0.925, test acc 0.559, train loss 0.0173, test loss 0.0465
  seed 4 epoch 200/500: train acc 0.947, test acc 0.553, train loss 0.0146, test loss 0.0465
  seed 4 epoch 210/500: train acc 0.956, test acc 0.553, train loss 0.0121, test loss 0.0492
  seed 4 epoch 220/500: train acc 0.930, test acc 0.546, train loss 0.0138, test loss 0.0472
  seed 4 epoch 230/500: train acc 0.952, test acc 0.546, train loss 0.0105, test loss 0.0460
  seed 4 epoch 240/500: train acc 0.715, test acc 0.434, train loss 0.0332, test loss 0.0577
  seed 4 epoch 250/500: train acc 0.943, test acc 0.566, train loss 0.0125, test loss 0.0445
  seed 4 epoch 260/500: train acc 0.987, test acc 0.546, train loss 0.0097, test loss 0.0465
  seed 4 epoch 270/500: train acc 0.965, test acc 0.539, train loss 0.0089, test loss 0.0499
  seed 4 epoch 280/500: train acc 0.974, test acc 0.586, train loss 0.0076, test loss 0.0480
  seed 4 epoch 290/500: train acc 0.996, test acc 0.572, train loss 0.0055, test loss 0.0476
  seed 4 epoch 300/500: train acc 0.996, test acc 0.546, train loss 0.0051, test loss 0.0504
  seed 4 epoch 310/500: train acc 1.000, test acc 0.572, train loss 0.0046, test loss 0.0512
  seed 4 epoch 320/500: train acc 0.987, test acc 0.579, train loss 0.0053, test loss 0.0501
  seed 4 epoch 330/500: train acc 0.965, test acc 0.526, train loss 0.0075, test loss 0.0487
  seed 4 epoch 340/500: train acc 0.996, test acc 0.566, train loss 0.0044, test loss 0.0501
  seed 4 epoch 350/500: train acc 1.000, test acc 0.579, train loss 0.0042, test loss 0.0505
  seed 4 epoch 360/500: train acc 0.996, test acc 0.566, train loss 0.0042, test loss 0.0505
  seed 4 epoch 370/500: train acc 1.000, test acc 0.559, train loss 0.0034, test loss 0.0536
  seed 4 epoch 380/500: train acc 1.000, test acc 0.559, train loss 0.0032, test loss 0.0543
  seed 4 epoch 390/500: train acc 0.996, test acc 0.566, train loss 0.0026, test loss 0.0551
  seed 4 epoch 400/500: train acc 1.000, test acc 0.533, train loss 0.0035, test loss 0.0548
  seed 4 epoch 410/500: train acc 0.838, test acc 0.553, train loss 0.0208, test loss 0.0542
  seed 4 epoch 420/500: train acc 0.991, test acc 0.566, train loss 0.0042, test loss 0.0482
  seed 4 epoch 430/500: train acc 1.000, test acc 0.592, train loss 0.0031, test loss 0.0476
  seed 4 epoch 440/500: train acc 1.000, test acc 0.605, train loss 0.0032, test loss 0.0495
  seed 4 epoch 450/500: train acc 1.000, test acc 0.526, train loss 0.0034, test loss 0.0556
  seed 4 epoch 460/500: train acc 1.000, test acc 0.579, train loss 0.0022, test loss 0.0511
  seed 4 epoch 470/500: train acc 1.000, test acc 0.572, train loss 0.0030, test loss 0.0514
  seed 4 epoch 480/500: train acc 1.000, test acc 0.572, train loss 0.0025, test loss 0.0515
  seed 4 epoch 490/500: train acc 0.991, test acc 0.566, train loss 0.0020, test loss 0.0507
  seed 4 epoch 500/500: train acc 0.996, test acc 0.553, train loss 0.0023, test loss 0.0542
seed 4: max-over-epochs test acc 0.638 at epoch 335, final-epoch test acc 0.553, final train acc 0.996, params 45054, 57s
  seed 5 epoch  10/500: train acc 0.053, test acc 0.066, train loss 0.1273, test loss 0.1185
  seed 5 epoch  20/500: train acc 0.039, test acc 0.092, train loss 0.1249, test loss 0.1160
  seed 5 epoch  30/500: train acc 0.110, test acc 0.099, train loss 0.1143, test loss 0.1057
  seed 5 epoch  40/500: train acc 0.105, test acc 0.184, train loss 0.1041, test loss 0.0970
  seed 5 epoch  50/500: train acc 0.202, test acc 0.230, train loss 0.0941, test loss 0.0875
  seed 5 epoch  60/500: train acc 0.329, test acc 0.250, train loss 0.0798, test loss 0.0811
  seed 5 epoch  70/500: train acc 0.329, test acc 0.368, train loss 0.0774, test loss 0.0758
  seed 5 epoch  80/500: train acc 0.443, test acc 0.342, train loss 0.0641, test loss 0.0731
  seed 5 epoch  90/500: train acc 0.544, test acc 0.434, train loss 0.0581, test loss 0.0647
  seed 5 epoch 100/500: train acc 0.596, test acc 0.493, train loss 0.0523, test loss 0.0591
  seed 5 epoch 110/500: train acc 0.649, test acc 0.480, train loss 0.0503, test loss 0.0559
  seed 5 epoch 120/500: train acc 0.645, test acc 0.474, train loss 0.0421, test loss 0.0546
  seed 5 epoch 130/500: train acc 0.724, test acc 0.507, train loss 0.0394, test loss 0.0534
  seed 5 epoch 140/500: train acc 0.750, test acc 0.526, train loss 0.0335, test loss 0.0527
  seed 5 epoch 150/500: train acc 0.794, test acc 0.467, train loss 0.0318, test loss 0.0537
  seed 5 epoch 160/500: train acc 0.807, test acc 0.428, train loss 0.0271, test loss 0.0547
  seed 5 epoch 170/500: train acc 0.851, test acc 0.520, train loss 0.0222, test loss 0.0525
  seed 5 epoch 180/500: train acc 0.886, test acc 0.480, train loss 0.0204, test loss 0.0557
  seed 5 epoch 190/500: train acc 0.912, test acc 0.480, train loss 0.0184, test loss 0.0519
  seed 5 epoch 200/500: train acc 0.886, test acc 0.520, train loss 0.0194, test loss 0.0535
  seed 5 epoch 210/500: train acc 0.860, test acc 0.487, train loss 0.0216, test loss 0.0516
  seed 5 epoch 220/500: train acc 0.930, test acc 0.513, train loss 0.0145, test loss 0.0505
  seed 5 epoch 230/500: train acc 0.939, test acc 0.507, train loss 0.0140, test loss 0.0537
  seed 5 epoch 240/500: train acc 0.610, test acc 0.401, train loss 0.0495, test loss 0.0635
  seed 5 epoch 250/500: train acc 0.925, test acc 0.520, train loss 0.0162, test loss 0.0505
  seed 5 epoch 260/500: train acc 0.943, test acc 0.526, train loss 0.0149, test loss 0.0521
  seed 5 epoch 270/500: train acc 0.969, test acc 0.500, train loss 0.0096, test loss 0.0535
  seed 5 epoch 280/500: train acc 0.961, test acc 0.493, train loss 0.0092, test loss 0.0553
  seed 5 epoch 290/500: train acc 0.978, test acc 0.520, train loss 0.0089, test loss 0.0537
  seed 5 epoch 300/500: train acc 0.978, test acc 0.520, train loss 0.0074, test loss 0.0545
  seed 5 epoch 310/500: train acc 0.991, test acc 0.493, train loss 0.0074, test loss 0.0554
  seed 5 epoch 320/500: train acc 0.991, test acc 0.513, train loss 0.0058, test loss 0.0562
  seed 5 epoch 330/500: train acc 0.991, test acc 0.474, train loss 0.0056, test loss 0.0578
